full_name,monetary,avgmonetary,frequency,last_order_date,max_order_date,recency,rfm_recency,rfm_frequency,rfm_monetary,rfm_cell,rfm_cell_string,rfm_segment
Victoria Safitri,351539780,1171799.0,300,2022-07-22 12:17:26.198818+00:00,2022-07-31 23:59:19.821469+00:00,9,5,5,5,15,555,champions
Victoria Suartini,8826432,802403.0,11,2022-07-25 08:41:11.146399+00:00,2022-07-31 23:59:19.821469+00:00,6,5,2,3,10,325,need attention
Victoria Sudiati,17963956,718558.0,25,2022-07-05 00:05:50.679878+00:00,2022-07-31 23:59:19.821469+00:00,26,4,3,3,10,334,need attention
Victoria Suryatmi,51716216,1014043.0,51,2022-07-23 09:09:27.394865+00:00,2022-07-31 23:59:19.821469+00:00,8,5,4,4,13,445,loyal
Victoria Susanti,56998441,1036335.0,55,2022-06-08 21:25:51.010392+00:00,2022-07-31 23:59:19.821469+00:00,53,3,4,4,11,443,potential loyalist
Victoria Usada,7968445,442691.0,18,2022-06-01 15:27:11.687404+00:00,2022-07-31 23:59:19.821469+00:00,60,3,3,3,9,333,need attention
Victoria Usamah,25645611,693125.0,37,2022-05-22 22:10:08.451388+00:00,2022-07-31 23:59:19.821469+00:00,70,3,4,4,11,443,potential loyalist
Victoria Utami,1498996,249833.0,6,2021-11-02 04:25:05.370765+00:00,2022-07-31 23:59:19.821469+00:00,271,2,2,2,6,222,hibernating
Victoria Uyainah,31850198,2275014.0,14,2021-05-15 07:01:18.889331+00:00,2022-07-31 23:59:19.821469+00:00,442,1,3,4,8,431,promising
Victoria Wahyuni,29153408,1166136.0,25,2022-07-19 22:22:20.985657+00:00,2022-07-31 23:59:19.821469+00:00,12,5,3,4,12,435,potential loyalist
Victoria Wastuti,44734075,1177212.0,38,2022-06-13 21:27:08.175338+00:00,2022-07-31 23:59:19.821469+00:00,48,3,4,4,11,443,potential loyalist
Victoria Widiastuti,18641602,1433969.0,13,2022-05-04 18:23:03.160269+00:00,2022-07-31 23:59:19.821469+00:00,88,3,3,3,9,333,need attention
Victoria Wijayanti,2687291,537458.0,5,2021-10-15 21:58:45.331307+00:00,2022-07-31 23:59:19.821469+00:00,289,1,2,2,5,221,hibernating
Victoria Wulandari,189041779,2821519.0,67,2022-05-02 22:01:04.571046+00:00,2022-07-31 23:59:19.821469+00:00,90,3,5,5,13,553,potential loyalist
Victoria Yolanda,285315242,1455690.0,196,2022-05-26 15:15:40.266157+00:00,2022-07-31 23:59:19.821469+00:00,66,3,5,5,13,553,potential loyalist
Victoria Yulianti,124834975,1188905.0,105,2022-07-05 12:14:01.181089+00:00,2022-07-31 23:59:19.821469+00:00,26,4,5,5,14,554,champions
Victoria Zulaika,24202533,1210127.0,20,2022-07-10 06:36:53.463797+00:00,2022-07-31 23:59:19.821469+00:00,21,4,3,3,10,334,need attention
Viktor Budiyanto,46721996,791898.0,59,2022-05-24 21:17:29.439642+00:00,2022-07-31 23:59:19.821469+00:00,68,3,4,4,11,443,potential loyalist
Viktor Firmansyah,129581285,967025.0,134,2022-07-18 22:39:27.929029+00:00,2022-07-31 23:59:19.821469+00:00,13,5,5,5,15,555,champions
Viktor Gunarto,1596438,532146.0,3,2021-08-03 02:15:49.796005+00:00,2022-07-31 23:59:19.821469+00:00,362,1,1,2,4,211,hibernating
Viktor Habibi,8753381,1250483.0,7,2021-11-17 23:30:46.886187+00:00,2022-07-31 23:59:19.821469+00:00,256,2,2,3,7,322,about to sleep
Viktor Hutapea,2947982,589596.0,5,2022-01-22 10:08:42.680555+00:00,2022-07-31 23:59:19.821469+00:00,190,2,2,2,6,222,hibernating
Viktor Hutasoit,2438537,609634.0,4,2022-02-01 17:12:14.297560+00:00,2022-07-31 23:59:19.821469+00:00,180,2,2,2,6,222,hibernating
Viktor Mandala,118210436,2003567.0,59,2022-07-16 05:41:32.824833+00:00,2022-07-31 23:59:19.821469+00:00,15,5,4,5,14,545,champions
Viktor Mangunsong,393112,196556.0,2,2021-04-15 06:21:11.169594+00:00,2022-07-31 23:59:19.821469+00:00,472,1,1,1,3,111,hibernating
Viktor Narpati,6769660,967094.0,7,2021-06-12 16:51:57.259755+00:00,2022-07-31 23:59:19.821469+00:00,414,1,2,2,5,221,hibernating
Viktor Nashiruddin,102879107,1941115.0,53,2022-07-12 00:25:49.372060+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,5,14,545,champions
Viktor Nugroho,10795836,568202.0,19,2022-06-22 12:31:46.167901+00:00,2022-07-31 23:59:19.821469+00:00,39,4,3,3,10,334,need attention
Viktor Saefullah,87851123,1541248.0,57,2022-07-17 00:55:58.232873+00:00,2022-07-31 23:59:19.821469+00:00,14,5,4,5,14,545,champions
Viktor Salahudin,6570477,597316.0,11,2022-04-27 01:01:16.447505+00:00,2022-07-31 23:59:19.821469+00:00,95,2,2,2,6,222,hibernating
Viktor Saptono,18093266,603109.0,30,2022-05-05 08:12:18.200392+00:00,2022-07-31 23:59:19.821469+00:00,87,3,4,3,10,343,need attention
Viktor Sihotang,1125273,281318.0,4,2022-07-11 22:49:04.533300+00:00,2022-07-31 23:59:19.821469+00:00,20,4,2,1,7,124,at risk
Viktor Suryono,7432516,371626.0,20,2022-07-06 20:48:49.820877+00:00,2022-07-31 23:59:19.821469+00:00,25,4,3,3,10,334,need attention
Viktor Thamrin,2151406,717135.0,3,2021-10-20 19:24:16.616217+00:00,2022-07-31 23:59:19.821469+00:00,284,1,1,2,4,211,hibernating
Viktor Wacana,13540776,1692597.0,8,2022-07-31 00:25:51.460168+00:00,2022-07-31 23:59:19.821469+00:00,0,5,2,3,10,325,need attention
Viktor Wahyudin,317616,317616.0,1,2020-03-16 00:44:41.302579+00:00,2022-07-31 23:59:19.821469+00:00,867,1,1,1,3,111,hibernating
Viktor Waluyo,5043393,280188.0,18,2022-05-21 15:50:41.309278+00:00,2022-07-31 23:59:19.821469+00:00,71,3,3,2,8,233,at risk
Viktor Zulkarnain,18194636,866411.0,21,2022-03-24 09:04:43.183334+00:00,2022-07-31 23:59:19.821469+00:00,129,2,3,3,8,332,about to sleep
Viman Adriansyah,1433545,358386.0,4,2022-04-09 23:15:38.479914+00:00,2022-07-31 23:59:19.821469+00:00,113,2,2,2,6,222,hibernating
Viman Gunawan,164340,164340.0,1,2021-11-27 22:23:34.805525+00:00,2022-07-31 23:59:19.821469+00:00,246,2,1,1,4,112,hibernating
Viman Hutapea,7608717,543480.0,14,2022-04-17 19:44:24.500549+00:00,2022-07-31 23:59:19.821469+00:00,105,2,3,3,8,332,about to sleep
Viman Irawan,109595050,1129846.0,97,2022-07-06 04:33:48.703868+00:00,2022-07-31 23:59:19.821469+00:00,25,4,5,5,14,554,champions
Viman Kusumo,142506282,1638003.0,87,2022-06-27 21:14:15.332907+00:00,2022-07-31 23:59:19.821469+00:00,34,4,5,5,14,554,champions
Viman Mandala,6008898,2002966.0,3,2020-07-17 03:43:29.970775+00:00,2022-07-31 23:59:19.821469+00:00,744,1,1,2,4,211,hibernating
Viman Marbun,929075,464538.0,2,2021-12-20 08:23:36.531438+00:00,2022-07-31 23:59:19.821469+00:00,223,2,1,1,4,112,hibernating
Viman Mustofa,139570,139570.0,1,2020-11-09 04:22:33.334271+00:00,2022-07-31 23:59:19.821469+00:00,629,1,1,1,3,111,hibernating
Viman Nababan,716490,238830.0,3,2021-06-14 18:22:09.903693+00:00,2022-07-31 23:59:19.821469+00:00,412,1,1,1,3,111,hibernating
Viman Najmudin,225391,225391.0,1,2020-06-01 18:40:05.334464+00:00,2022-07-31 23:59:19.821469+00:00,790,1,1,1,3,111,hibernating
Viman Natsir,388773730,2003988.0,194,2022-07-21 02:45:34.721944+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Viman Prabowo,82491475,756803.0,109,2022-06-15 16:59:08.314001+00:00,2022-07-31 23:59:19.821469+00:00,46,3,5,5,13,553,potential loyalist
Viman Pradipta,720466,720466.0,1,2021-03-13 01:55:18.380714+00:00,2022-07-31 23:59:19.821469+00:00,505,1,1,1,3,111,hibernating
Viman Prasetya,382058,382058.0,1,2018-08-15 10:05:44.423484+00:00,2022-07-31 23:59:19.821469+00:00,1446,1,1,1,3,111,hibernating
Viman Prasetyo,544175,181392.0,3,2022-07-29 20:41:48.119092+00:00,2022-07-31 23:59:19.821469+00:00,2,5,1,1,7,115,hibernating
Viman Prayoga,5425460,775066.0,7,2022-04-30 09:27:29.908591+00:00,2022-07-31 23:59:19.821469+00:00,92,3,2,2,7,223,at risk
Viman Rajasa,2620179,524036.0,5,2021-07-31 12:19:58.097121+00:00,2022-07-31 23:59:19.821469+00:00,365,1,2,2,5,221,hibernating
Viman Ramadan,3215579,535930.0,6,2021-09-01 02:08:01.949890+00:00,2022-07-31 23:59:19.821469+00:00,333,1,2,2,5,221,hibernating
Viman Saefullah,1583387,316677.0,5,2021-07-26 09:04:18.858503+00:00,2022-07-31 23:59:19.821469+00:00,370,1,2,2,5,221,hibernating
Viman Simbolon,15732552,1048837.0,15,2022-04-10 23:38:52.528270+00:00,2022-07-31 23:59:19.821469+00:00,112,2,3,3,8,332,about to sleep
Viman Siregar,5327665,591963.0,9,2021-11-14 02:16:24.169642+00:00,2022-07-31 23:59:19.821469+00:00,259,2,2,2,6,222,hibernating
Viman Sitorus,12446792,957446.0,13,2022-04-14 07:16:33.418750+00:00,2022-07-31 23:59:19.821469+00:00,108,2,3,3,8,332,about to sleep
Viman Situmorang,2706855,676714.0,4,2021-05-01 18:39:53.560347+00:00,2022-07-31 23:59:19.821469+00:00,456,1,2,2,5,221,hibernating
Viman Tarihoran,909653,303218.0,3,2022-07-03 02:53:23.882306+00:00,2022-07-31 23:59:19.821469+00:00,28,4,1,1,6,114,hibernating
Viman Uwais,26046463,635280.0,41,2022-07-28 14:48:43.873976+00:00,2022-07-31 23:59:19.821469+00:00,3,5,4,4,13,445,loyal
Viman Wibisono,176277182,979318.0,180,2022-05-15 05:41:01.386323+00:00,2022-07-31 23:59:19.821469+00:00,77,3,5,5,13,553,potential loyalist
Viman Widodo,1028377,205675.0,5,2022-03-05 18:34:22.649462+00:00,2022-07-31 23:59:19.821469+00:00,148,2,2,1,5,122,hibernating
Vino Adriansyah,1065291,355097.0,3,2021-07-26 10:23:08.745745+00:00,2022-07-31 23:59:19.821469+00:00,370,1,1,1,3,111,hibernating
Vino Damanik,471534,471534.0,1,2017-05-08 09:48:55.169531+00:00,2022-07-31 23:59:19.821469+00:00,1910,1,1,1,3,111,hibernating
Vino Gunarto,32114408,698139.0,46,2022-06-14 14:35:36.326389+00:00,2022-07-31 23:59:19.821469+00:00,47,3,4,4,11,443,potential loyalist
Vino Gunawan,290536049,1467354.0,198,2022-06-10 20:32:58.738335+00:00,2022-07-31 23:59:19.821469+00:00,51,3,5,5,13,553,potential loyalist
Vino Hardiansyah,1997277,665759.0,3,2020-12-06 07:24:14.290199+00:00,2022-07-31 23:59:19.821469+00:00,602,1,1,2,4,211,hibernating
Vino Haryanto,16929637,583781.0,29,2022-06-11 20:59:40.876415+00:00,2022-07-31 23:59:19.821469+00:00,50,3,4,3,10,343,need attention
Vino Hutagalung,46558934,969978.0,48,2022-06-21 11:20:52.323535+00:00,2022-07-31 23:59:19.821469+00:00,40,4,4,4,12,444,loyal
Vino Januar,162342,162342.0,1,2019-05-12 03:14:56.793283+00:00,2022-07-31 23:59:19.821469+00:00,1176,1,1,1,3,111,hibernating
Vino Kurniawan,37080626,607879.0,61,2022-06-05 01:20:21.065749+00:00,2022-07-31 23:59:19.821469+00:00,56,3,4,4,11,443,potential loyalist
Vino Kuswoyo,345745,345745.0,1,2020-08-09 07:43:19.874065+00:00,2022-07-31 23:59:19.821469+00:00,721,1,1,1,3,111,hibernating
Vino Latupono,1254168,313542.0,4,2022-03-09 18:01:40.075648+00:00,2022-07-31 23:59:19.821469+00:00,144,2,2,1,5,122,hibernating
Vino Mahendra,4176109,464012.0,9,2022-06-01 10:33:25.859828+00:00,2022-07-31 23:59:19.821469+00:00,60,3,2,2,7,223,at risk
Vino Maulana,13051182,567443.0,23,2022-04-22 14:16:37.844261+00:00,2022-07-31 23:59:19.821469+00:00,100,2,3,3,8,332,about to sleep
Vino Nainggolan,1043414,521707.0,2,2020-07-09 17:04:45.951173+00:00,2022-07-31 23:59:19.821469+00:00,752,1,1,1,3,111,hibernating
Vino Narpati,15216104,895065.0,17,2022-04-03 04:29:50.540931+00:00,2022-07-31 23:59:19.821469+00:00,119,2,3,3,8,332,about to sleep
Vino Permadi,34931299,793893.0,44,2022-07-06 16:02:58.175178+00:00,2022-07-31 23:59:19.821469+00:00,25,4,4,4,12,444,loyal
Vino Prakasa,8567827,611988.0,14,2022-07-27 15:59:25.954068+00:00,2022-07-31 23:59:19.821469+00:00,4,5,3,3,11,335,need attention
Vino Prasasta,272882,272882.0,1,2021-01-08 18:56:23.758300+00:00,2022-07-31 23:59:19.821469+00:00,569,1,1,1,3,111,hibernating
Vino Ramadan,126007131,1800102.0,70,2022-06-10 02:19:13.186806+00:00,2022-07-31 23:59:19.821469+00:00,51,3,5,5,13,553,potential loyalist
Vino Sihombing,20249976,562499.0,36,2022-07-04 00:14:28.359059+00:00,2022-07-31 23:59:19.821469+00:00,27,4,4,3,11,344,loyal
Vino Simbolon,178902284,1883182.0,95,2022-06-14 04:15:03.575119+00:00,2022-07-31 23:59:19.821469+00:00,47,3,5,5,13,553,potential loyalist
Vino Sitorus,859211,286404.0,3,2021-09-04 08:46:53.213329+00:00,2022-07-31 23:59:19.821469+00:00,330,1,1,1,3,111,hibernating
Vino Suwarno,279044,279044.0,1,2021-12-21 13:16:19.524408+00:00,2022-07-31 23:59:19.821469+00:00,222,2,1,1,4,112,hibernating
Vino Wibisono,3560284,1186761.0,3,2021-07-12 19:33:00.169050+00:00,2022-07-31 23:59:19.821469+00:00,384,1,1,2,4,211,hibernating
Vino Widodo,108674733,749481.0,145,2022-07-18 01:31:25.627629+00:00,2022-07-31 23:59:19.821469+00:00,13,5,5,5,15,555,champions
Vinsen Adriansyah,25273692,1944130.0,13,2021-09-13 22:11:06.013743+00:00,2022-07-31 23:59:19.821469+00:00,321,1,3,4,8,431,promising
Vinsen Anggriawan,416172,416172.0,1,2017-10-24 13:52:26.141845+00:00,2022-07-31 23:59:19.821469+00:00,1741,1,1,1,3,111,hibernating
Vinsen Dabukke,10656813,507467.0,21,2022-06-08 02:22:16.334872+00:00,2022-07-31 23:59:19.821469+00:00,53,3,3,3,9,333,need attention
Vinsen Firmansyah,1019440,254860.0,4,2021-03-12 08:00:22.641860+00:00,2022-07-31 23:59:19.821469+00:00,506,1,2,1,4,121,hibernating
Vinsen Gunarto,194418385,957726.0,203,2022-07-27 20:59:38.771373+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,5,15,555,champions
Vinsen Hardiansyah,3503216,291935.0,12,2022-04-12 07:12:51.390396+00:00,2022-07-31 23:59:19.821469+00:00,110,2,2,2,6,222,hibernating
Vinsen Hidayanto,132500,132500.0,1,2019-08-25 04:00:49.678714+00:00,2022-07-31 23:59:19.821469+00:00,1071,1,1,1,3,111,hibernating
Vinsen Hutasoit,53449956,3144115.0,17,2022-05-23 00:31:38.938150+00:00,2022-07-31 23:59:19.821469+00:00,69,3,3,4,10,433,potential loyalist
Vinsen Irawan,68713013,2290434.0,30,2022-07-27 13:33:31.100200+00:00,2022-07-31 23:59:19.821469+00:00,4,5,4,4,13,445,loyal
Vinsen Iswahyudi,8347580,463754.0,18,2022-05-19 01:28:40.789817+00:00,2022-07-31 23:59:19.821469+00:00,73,3,3,3,9,333,need attention
Vinsen Jailani,5522278,290646.0,19,2022-06-06 15:19:43.073191+00:00,2022-07-31 23:59:19.821469+00:00,55,3,3,2,8,233,at risk
Vinsen Januar,766568,383284.0,2,2021-01-26 01:06:37.345924+00:00,2022-07-31 23:59:19.821469+00:00,551,1,1,1,3,111,hibernating
Vinsen Kurniawan,9625564,687540.0,14,2022-02-19 06:25:50.466425+00:00,2022-07-31 23:59:19.821469+00:00,162,2,3,3,8,332,about to sleep
Vinsen Kuswoyo,310816,155408.0,2,2020-02-29 18:42:48.870666+00:00,2022-07-31 23:59:19.821469+00:00,883,1,1,1,3,111,hibernating
Vinsen Latupono,291383,145692.0,2,2022-03-02 19:25:32.200443+00:00,2022-07-31 23:59:19.821469+00:00,151,2,1,1,4,112,hibernating
Vinsen Maheswara,563977,281988.0,2,2021-05-20 23:25:55.292909+00:00,2022-07-31 23:59:19.821469+00:00,437,1,1,1,3,111,hibernating
Vinsen Manullang,47660498,1985854.0,24,2022-03-10 23:46:14.233761+00:00,2022-07-31 23:59:19.821469+00:00,143,2,3,4,9,432,potential loyalist
Vinsen Marbun,640146,320073.0,2,2022-01-26 05:53:23.139411+00:00,2022-07-31 23:59:19.821469+00:00,186,2,1,1,4,112,hibernating
Vinsen Maulana,30491772,824102.0,37,2022-07-25 08:53:38.573939+00:00,2022-07-31 23:59:19.821469+00:00,6,5,4,4,13,445,loyal
Vinsen Megantara,1881582,627194.0,3,2020-06-10 17:41:01.401844+00:00,2022-07-31 23:59:19.821469+00:00,781,1,1,2,4,211,hibernating
Vinsen Nainggolan,35109555,2194347.0,16,2021-12-11 01:07:07.713825+00:00,2022-07-31 23:59:19.821469+00:00,232,2,3,4,9,432,potential loyalist
Vinsen Napitupulu,312192353,1095412.0,285,2022-04-23 04:00:51.346361+00:00,2022-07-31 23:59:19.821469+00:00,99,2,5,5,12,552,potential loyalist
Vinsen Pangestu,392792,392792.0,1,2016-07-09 14:24:08.470307+00:00,2022-07-31 23:59:19.821469+00:00,2213,1,1,1,3,111,hibernating
Vinsen Permadi,113841716,1962788.0,58,2022-07-14 17:10:11.692378+00:00,2022-07-31 23:59:19.821469+00:00,17,5,4,5,14,545,champions
Vinsen Prabowo,16820376,2102547.0,8,2020-05-01 16:12:20.963301+00:00,2022-07-31 23:59:19.821469+00:00,821,1,2,3,6,321,about to sleep
Vinsen Pradipta,1235203,411734.0,3,2022-06-21 04:06:11.636820+00:00,2022-07-31 23:59:19.821469+00:00,40,4,1,1,6,114,hibernating
Vinsen Prakasa,1781622,593874.0,3,2021-07-19 21:20:40.487228+00:00,2022-07-31 23:59:19.821469+00:00,377,1,1,2,4,211,hibernating
Vinsen Pranowo,1312297,656148.0,2,2020-02-14 07:36:20.383983+00:00,2022-07-31 23:59:19.821469+00:00,898,1,1,1,3,111,hibernating
Vinsen Prayoga,64401411,785383.0,82,2022-07-04 01:04:20.844032+00:00,2022-07-31 23:59:19.821469+00:00,27,4,5,4,13,454,loyal
Vinsen Putra,724901,362450.0,2,2021-08-27 07:04:24.810383+00:00,2022-07-31 23:59:19.821469+00:00,338,1,1,1,3,111,hibernating
Vinsen Rajata,18253148,1825315.0,10,2022-06-03 22:16:08.813661+00:00,2022-07-31 23:59:19.821469+00:00,58,3,2,3,8,323,about to sleep
Vinsen Saefullah,6810212,619110.0,11,2022-02-19 20:18:15.452995+00:00,2022-07-31 23:59:19.821469+00:00,162,2,2,2,6,222,hibernating
Vinsen Saputra,60518588,1375422.0,44,2022-07-17 22:08:37.222524+00:00,2022-07-31 23:59:19.821469+00:00,14,5,4,4,13,445,loyal
Vinsen Sihombing,4922336,546926.0,9,2022-04-03 10:38:46.630476+00:00,2022-07-31 23:59:19.821469+00:00,119,2,2,2,6,222,hibernating
Vinsen Sihotang,14223825,1094140.0,13,2022-06-08 16:42:40.598781+00:00,2022-07-31 23:59:19.821469+00:00,53,3,3,3,9,333,need attention
Vinsen Simanjuntak,45039328,634357.0,71,2022-07-15 01:06:18.367239+00:00,2022-07-31 23:59:19.821469+00:00,16,5,5,4,14,455,loyal
Vinsen Sitompul,113497430,1220402.0,93,2022-07-04 16:05:12.362445+00:00,2022-07-31 23:59:19.821469+00:00,27,4,5,5,14,554,champions
Vinsen Suwarno,237299,237299.0,1,2021-05-17 04:18:01.279360+00:00,2022-07-31 23:59:19.821469+00:00,440,1,1,1,3,111,hibernating
Vinsen Wahyudin,2822744,564549.0,5,2021-03-28 09:43:41.568555+00:00,2022-07-31 23:59:19.821469+00:00,490,1,2,2,5,221,hibernating
Vinsen Waskita,28879418,1698789.0,17,2022-04-16 03:24:27.679573+00:00,2022-07-31 23:59:19.821469+00:00,106,2,3,4,9,432,potential loyalist
Vinsen Widodo,8332528,1041566.0,8,2021-11-15 04:42:26.188183+00:00,2022-07-31 23:59:19.821469+00:00,258,2,2,3,7,322,about to sleep
Vinsen Zulkarnain,62213446,797608.0,78,2022-07-08 07:33:29.906129+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,4,13,454,loyal
Violet Andriani,64908463,655641.0,99,2022-07-28 03:49:37.405580+00:00,2022-07-31 23:59:19.821469+00:00,3,5,5,4,14,455,loyal
Violet Anggraini,28916571,1156663.0,25,2022-07-14 19:28:37.494792+00:00,2022-07-31 23:59:19.821469+00:00,17,5,3,4,12,435,potential loyalist
Violet Aryani,30250026,775642.0,39,2022-07-25 09:07:13.780640+00:00,2022-07-31 23:59:19.821469+00:00,6,5,4,4,13,445,loyal
Violet Astuti,31927377,1100944.0,29,2022-07-03 01:07:22.758638+00:00,2022-07-31 23:59:19.821469+00:00,28,4,4,4,12,444,loyal
Violet Farida,22329517,637986.0,35,2022-06-27 21:15:38.115295+00:00,2022-07-31 23:59:19.821469+00:00,34,4,4,3,11,344,loyal
Violet Fujiati,20637759,448647.0,46,2022-07-10 01:27:51.246604+00:00,2022-07-31 23:59:19.821469+00:00,21,4,4,3,11,344,loyal
Violet Halimah,81771614,575856.0,142,2022-07-21 05:23:45.009546+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Violet Handayani,83856148,2329337.0,36,2022-03-26 00:59:19.905684+00:00,2022-07-31 23:59:19.821469+00:00,127,2,4,5,11,542,potential loyalist
Violet Hariyah,326316,326316.0,1,2021-02-17 10:36:50.841377+00:00,2022-07-31 23:59:19.821469+00:00,529,1,1,1,3,111,hibernating
Violet Hartati,35805794,577513.0,62,2022-07-01 05:56:26.644657+00:00,2022-07-31 23:59:19.821469+00:00,30,4,4,4,12,444,loyal
Violet Haryanti,165603399,1465517.0,113,2022-07-02 12:17:07.523985+00:00,2022-07-31 23:59:19.821469+00:00,29,4,5,5,14,554,champions
Violet Hasanah,25137379,1047391.0,24,2022-07-02 01:55:47.027473+00:00,2022-07-31 23:59:19.821469+00:00,29,4,3,3,10,334,need attention
Violet Hassanah,391183493,1577353.0,248,2022-07-01 13:03:55.565231+00:00,2022-07-31 23:59:19.821469+00:00,30,4,5,5,14,554,champions
Violet Kusmawati,386165,193082.0,2,2021-05-01 23:31:45.730396+00:00,2022-07-31 23:59:19.821469+00:00,456,1,1,1,3,111,hibernating
Violet Kuswandari,63242588,988165.0,64,2022-07-07 02:06:31.913149+00:00,2022-07-31 23:59:19.821469+00:00,24,4,4,4,12,444,loyal
Violet Lailasari,3016957,335217.0,9,2022-02-28 00:52:14.931485+00:00,2022-07-31 23:59:19.821469+00:00,153,2,2,2,6,222,hibernating
Violet Laksita,583946,194649.0,3,2021-08-16 04:07:37.834891+00:00,2022-07-31 23:59:19.821469+00:00,349,1,1,1,3,111,hibernating
Violet Laksmiwati,8421767,366164.0,23,2022-04-26 12:49:52.792114+00:00,2022-07-31 23:59:19.821469+00:00,96,2,3,3,8,332,about to sleep
Violet Lestari,108379422,2007026.0,54,2022-07-11 03:04:47.058986+00:00,2022-07-31 23:59:19.821469+00:00,20,4,4,5,13,544,champions
Violet Mandasari,37061762,507695.0,73,2022-06-30 17:31:44.688243+00:00,2022-07-31 23:59:19.821469+00:00,31,4,5,4,13,454,loyal
Violet Mardhiyah,233117550,1045370.0,223,2022-07-08 19:06:30.185128+00:00,2022-07-31 23:59:19.821469+00:00,23,4,5,5,14,554,champions
Violet Maryati,189580,189580.0,1,2022-07-16 21:23:08.332534+00:00,2022-07-31 23:59:19.821469+00:00,15,5,1,1,7,115,hibernating
Violet Mayasari,839121,279707.0,3,2022-07-26 20:45:07.535721+00:00,2022-07-31 23:59:19.821469+00:00,5,5,1,1,7,115,hibernating
Violet Melani,126810281,1509646.0,84,2022-06-22 09:00:28.570694+00:00,2022-07-31 23:59:19.821469+00:00,39,4,5,5,14,554,champions
Violet Mulyani,26050047,542709.0,48,2022-07-31 16:52:02.295761+00:00,2022-07-31 23:59:19.821469+00:00,0,5,4,4,13,445,loyal
Violet Namaga,103186896,737049.0,140,2022-07-17 06:21:14.209911+00:00,2022-07-31 23:59:19.821469+00:00,14,5,5,5,15,555,champions
Violet Nasyiah,35548407,725478.0,49,2022-06-28 20:04:52.392711+00:00,2022-07-31 23:59:19.821469+00:00,33,4,4,4,12,444,loyal
Violet Nasyidah,22855859,601470.0,38,2022-07-17 08:42:14.083440+00:00,2022-07-31 23:59:19.821469+00:00,14,5,4,3,12,345,loyal
Violet Novitasari,188080270,984713.0,191,2022-07-12 08:22:13.883362+00:00,2022-07-31 23:59:19.821469+00:00,19,5,5,5,15,555,champions
Violet Nurdiyanti,471278,235639.0,2,2020-08-09 02:47:45.155338+00:00,2022-07-31 23:59:19.821469+00:00,721,1,1,1,3,111,hibernating
Violet Oktaviani,197055447,1448937.0,136,2022-07-31 22:28:48.553304+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Violet Padmasari,36802058,920051.0,40,2022-05-14 04:19:54.672072+00:00,2022-07-31 23:59:19.821469+00:00,78,3,4,4,11,443,potential loyalist
Violet Palastri,20621571,1213034.0,17,2022-07-03 22:46:22.687906+00:00,2022-07-31 23:59:19.821469+00:00,28,4,3,3,10,334,need attention
Violet Pertiwi,197659630,1432316.0,138,2022-07-18 22:15:04.342530+00:00,2022-07-31 23:59:19.821469+00:00,13,5,5,5,15,555,champions
Violet Prastuti,23197911,626971.0,37,2022-05-22 16:31:50.283787+00:00,2022-07-31 23:59:19.821469+00:00,70,3,4,3,10,343,need attention
Violet Pratiwi,305792776,1167148.0,262,2022-07-12 09:28:40.039369+00:00,2022-07-31 23:59:19.821469+00:00,19,5,5,5,15,555,champions
Violet Pudjiastuti,30855944,964248.0,32,2022-05-02 04:34:19.351613+00:00,2022-07-31 23:59:19.821469+00:00,90,3,4,4,11,443,potential loyalist
Violet Purnawati,68071074,972444.0,70,2022-07-27 04:05:54.284608+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,4,14,455,loyal
Violet Purwanti,11540729,824338.0,14,2022-07-27 00:06:14.463981+00:00,2022-07-31 23:59:19.821469+00:00,4,5,3,3,11,335,need attention
Violet Puspasari,508110447,992403.0,512,2022-07-27 15:49:37.888030+00:00,2022-07-31 23:59:19.821469+00:00,4,5,5,5,15,555,champions
Violet Puspita,291721307,817147.0,357,2022-07-22 01:42:15.874282+00:00,2022-07-31 23:59:19.821469+00:00,9,5,5,5,15,555,champions
Violet Rahimah,5523420,613713.0,9,2022-04-15 01:43:10.004533+00:00,2022-07-31 23:59:19.821469+00:00,107,2,2,2,6,222,hibernating
Violet Rahmawati,14227279,711364.0,20,2022-05-09 08:50:28.372944+00:00,2022-07-31 23:59:19.821469+00:00,83,3,3,3,9,333,need attention
Violet Riyanti,134820572,2140009.0,63,2022-05-31 09:09:58.173988+00:00,2022-07-31 23:59:19.821469+00:00,61,3,4,5,12,543,potential loyalist
Violet Safitri,6971101,435694.0,16,2022-07-09 23:09:33.554740+00:00,2022-07-31 23:59:19.821469+00:00,22,4,3,2,9,234,at risk
Violet Suartini,194055079,1902501.0,102,2022-06-20 08:46:31.462195+00:00,2022-07-31 23:59:19.821469+00:00,41,4,5,5,14,554,champions
Violet Sudiati,61230990,827446.0,74,2022-05-29 06:04:32.420453+00:00,2022-07-31 23:59:19.821469+00:00,63,3,5,4,12,453,loyal
